Date,flw
2006-01-01,1.0352518612979
2006-01-02,0.45331817148232
2006-01-03,0.655244804399744
2006-01-04,0.54660139196238
2006-01-05,0.42820026966629
2006-01-06,0.410673011718259
2006-01-07,0.411963396583053
2006-01-08,0.860044086527366
2006-01-09,0.408048223875899
2006-01-10,1.5851553835301
2006-01-11,1.37877670600016
2006-01-12,0.43002961662944
2006-01-13,0.754787895160877
2006-01-14,0.419631932731109
2006-01-15,0.490295060459609
2006-01-16,0.458594603271859
2006-01-17,0.438972414883451
2006-01-18,0.442095586053967
2006-01-19,0.432452960719196
2006-01-20,0.446060446582554
2006-01-21,0.480559239752818
2006-01-22,0.455680650482389
2006-01-23,0.438477934311487
2006-01-24,0.454838367939714
2006-01-25,1.08694419934988
2006-01-26,0.694030889103485
2006-01-27,0.784226579623415
2006-01-28,0.909438003413437
2006-01-29,0.979361940858607
2006-01-30,0.821937077025689
2006-01-31,0.872620949164729
2006-02-01,0.765725942448765
2006-02-02,12.2723534958197
2006-02-03,27.7257055234792
2006-02-04,15.650080333675
2006-02-05,4.15131776544697
2006-02-06,0.933330450422069
2006-02-07,1.21149041935461
2006-02-08,14.4898405616488
2006-02-09,3.25364663237956
2006-02-10,1.90989611787938
2006-02-11,2.7622945280596
2006-02-12,13.6155544882151
2006-02-13,6.64529544061879
2006-02-14,3.52559109837997
2006-02-15,3.95236521188983
2006-02-16,4.26233817593419
2006-02-17,4.71353741431123
2006-02-18,4.53749098036454
2006-02-19,4.36891963300351
2006-02-20,5.26357779751793
2006-02-21,4.04488096563065
2006-02-22,3.93347213967443
2006-02-23,3.89197425219566
2006-02-24,4.14684703698876
2006-02-25,4.03801052926417
2006-02-26,3.5560779148038
2006-02-27,3.63739617679362
2006-02-28,6.14413005099027
2006-03-01,6.85417777590973
2006-03-02,4.22316115066092
2006-03-03,18.384952395025
2006-03-04,4.83994555842636
2006-03-05,5.08026496497754
2006-03-06,5.48468358002179
2006-03-07,12.2552951500605
2006-03-08,6.01311534996457
2006-03-09,6.47657043850096
2006-03-10,6.43823561938268
2006-03-11,6.25484515670967
2006-03-12,6.48742391144164
2006-03-13,6.55892232040423
2006-03-14,7.05473625562113
2006-03-15,5.94396458886575
2006-03-16,5.99349814582442
2006-03-17,5.65778503338352
2006-03-18,5.40567741479155
2006-03-19,6.3548594548894
2006-03-20,11.8894947286179
2006-03-21,5.39059512824435
2006-03-22,5.35740159604552
2006-03-23,5.74150212147421
2006-03-24,6.3857193959724
2006-03-25,6.23738516307515
2006-03-26,5.2896377341427
2006-03-27,4.84938563218549
2006-03-28,4.61911766661058
2006-03-29,4.71161610342885
2006-03-30,5.35985896484394
2006-03-31,4.24115613332308
2006-04-01,6.67684654767537
2006-04-02,5.83418406883357
2006-04-03,5.64713662999307
2006-04-04,5.14723315088504
2006-04-05,4.90148111561545
2006-04-06,4.28254822990691
2006-04-07,4.50865399091549
2006-04-08,4.61275397045645
2006-04-09,3.70200703953019
2006-04-10,3.67253196767688
2006-04-11,3.72425229679819
2006-04-12,24.008368405748
2006-04-13,3.62773460662547
2006-04-14,3.95370342569635
2006-04-15,11.5096528426484
2006-04-16,36.0099071333383
2006-04-17,65.6548961884784
2006-04-18,37.7801186697222
2006-04-19,55.7609025726462
2006-04-20,50.4447888827778
2006-04-21,30.6429846378459
2006-04-22,31.9716778322901
2006-04-23,31.4944662179979
2006-04-24,31.3933667780891
2006-04-25,28.6880356395309
2006-04-26,26.6725243190679
2006-04-27,26.0940596666796
2006-04-28,23.0135019565943
2006-04-29,21.503574652785
2006-04-30,22.5792909734685
2006-05-01,21.1071538373107
2006-05-02,19.1801904046952
2006-05-03,17.9358005253644
2006-05-04,16.6047892817809
2006-05-05,15.7900886187774
2006-05-06,14.7410017174424
2006-05-07,13.4770079138572
2006-05-08,34.9380717479895
2006-05-09,47.8269678791016
2006-05-10,87.4605499457141
2006-05-11,62.9457796933915
2006-05-12,60.513816260617
2006-05-13,67.090002447219
2006-05-14,83.9438131680716
2006-05-15,62.1958048264808
2006-05-16,61.2550718585687
2006-05-17,57.1668322116452
2006-05-18,52.0711817746705
2006-05-19,47.5230832609727
2006-05-20,44.7090652561366
2006-05-21,40.8540402917624
2006-05-22,37.8790591853853
2006-05-23,34.6764044102512
2006-05-24,29.3608438357728
2006-05-25,25.5374496385671
2006-05-26,23.2257770112423
2006-05-27,20.8142996704832
2006-05-28,19.2109740852055
2006-05-29,17.941706415777
2006-05-30,16.9492957162514
2006-05-31,16.1137977339777
2006-06-01,9.25992630912013
2006-06-02,10.0050236546853
2006-06-03,11.3877867590744
2006-06-04,11.6177178501456
2006-06-05,11.8888432904939
2006-06-06,12.6700371131551
2006-06-07,11.534066035955
2006-06-08,12.432949743386
2006-06-09,11.3195108459894
2006-06-10,8.33551638417104
2006-06-11,7.86983130763366
2006-06-12,7.20686781870325
2006-06-13,6.63512338590884
2006-06-14,6.62832617658674
2006-06-15,5.65343910325314
2006-06-16,5.35168433977076
2006-06-17,5.21524634445964
2006-06-18,3.76857432496612
2006-06-19,3.17591252977403
2006-06-20,5.84285109272532
2006-06-21,2.88716175538602
2006-06-22,2.49543476528731
2006-06-23,2.42374505970774
2006-06-24,2.94657999618074
2006-06-25,2.51160994997938
2006-06-26,2.3235539198907
2006-06-27,2.37980880622969
2006-06-28,2.01951916424019
2006-06-29,1.86990074298239
2006-06-30,1.64253715560489
2006-07-01,1.59737047277803
2006-07-02,1.42235873159649
2006-07-03,1.25699520790374
2006-07-04,1.12831375254813
2006-07-05,1.01703354015448
2006-07-06,0.909256106107036
2006-07-07,0.814632263650592
2006-07-08,0.734630686388188
2006-07-09,0.66611237719224
2006-07-10,0.606638995017546
2006-07-11,0.556359299536611
2006-07-12,0.515127442403488
2006-07-13,0.482014039343599
2006-07-14,0.455414652418214
2006-07-15,0.433244956333299
2006-07-16,0.414731536093048
2006-07-17,0.399400505260214
2006-07-18,0.387047013597937
2006-07-19,0.378031044132501
2006-07-20,0.371123526878607
2006-07-21,0.364903052559293
2006-07-22,0.359253051389456
2006-07-23,0.353674143083308
2006-07-24,0.348218450690839
2006-07-25,0.342956065106962
2006-07-26,0.338073926925935
2006-07-27,0.333594974091263
2006-07-28,0.339416585534107
2006-07-29,0.326065315070981
2006-07-30,0.322711294577038
2006-07-31,0.319635745653822
2006-08-01,0.36793472932899
2006-08-02,0.364952848379981
2006-08-03,0.362074600891264
2006-08-04,0.359406618661681
2006-08-05,0.356991667712548
2006-08-06,0.35477618538407
2006-08-07,0.352696533077193
2006-08-08,0.350786281740986
2006-08-09,0.349042741126291
2006-08-10,1.68730887982238
2006-08-11,0.666903004718266
2006-08-12,0.346100366081426
2006-08-13,0.344944071229274
2006-08-14,0.34383194770087
2006-08-15,0.342777296365363
2006-08-16,0.341779367160836
2006-08-17,0.340818459293409
2006-08-18,0.33992794312967
2006-08-19,0.339084690934078
2006-08-20,0.338266785791192
2006-08-21,0.337516758340551
2006-08-22,0.753889096067336
2006-08-23,0.336334605834306
2006-08-24,0.335908271845071
2006-08-25,0.335387154389157
2006-08-26,0.334866790956485
2006-08-27,0.33434077808982
2006-08-28,0.333820677252584
2006-08-29,0.333345161252494
2006-08-30,0.332911114790152
2006-08-31,0.332504847909334
2006-09-01,0.261614294632404
2006-09-02,0.261337065276745
2006-09-03,0.261090547556402
2006-09-04,0.260871837201046
2006-09-05,0.260670460514297
2006-09-06,0.260481363278307
2006-09-07,0.260292864851257
2006-09-08,0.260104742556357
2006-09-09,0.259927944930054
2006-09-10,0.259767482571519
2006-09-11,0.259624220006154
2006-09-12,0.25949748678331
2006-09-13,0.259386765393114
2006-09-14,1.75980978501268
2006-09-15,0.587728278550798
2006-09-16,0.265961144199017
2006-09-17,0.259065187883509
2006-09-18,0.25895627600287
2006-09-19,0.258844446238387
2006-09-20,0.258739823875799
2006-09-21,0.258649573783838
2006-09-22,0.522150518185165
2006-09-23,0.258596642472768
2006-09-24,0.258414751609413
2006-09-25,0.258317610088612
2006-09-26,0.258223193213167
2006-09-27,0.258128694351194
2006-09-28,0.258033310507356
2006-09-29,0.257942356469749
2006-09-30,0.257854280412265
2006-10-01,0.40648097322156
2006-10-02,0.40633438411655
2006-10-03,0.406188393267797
2006-10-04,0.406044826371243
2006-10-05,0.405907115132715
2006-10-06,0.405775043549781
2006-10-07,0.405648181595627
2006-10-08,0.405530262253539
2006-10-09,0.405417968992762
2006-10-10,0.405305176141128
2006-10-11,0.405192025020464
2006-10-12,0.405081153182553
2006-10-13,5.82911340050274
2006-10-14,8.2784916721271
2006-10-15,1.06285508164913
2006-10-16,0.59547649500841
2006-10-17,0.505566586640974
2006-10-18,0.40456446810193
2006-10-19,0.419020935885798
2006-10-20,0.404402189048584
2006-10-21,0.60651985140165
2006-10-22,0.674626488153848
2006-10-23,0.422039549883155
2006-10-24,0.51460680786207
2006-10-25,0.41721324731873
2006-10-26,0.780646929539346
2006-10-27,0.580003501419156
2006-10-28,0.465385008212589
2006-10-29,0.458569598595859
2006-10-30,0.403680210886861
2006-10-31,0.403603714493716
2006-11-01,0.385301822524043
2006-11-02,0.385227300847774
2006-11-03,0.385150772630076
2006-11-04,0.385072505618867
2006-11-05,0.389762665288506
2006-11-06,0.384913810755529
2006-11-07,0.384835342654931
2006-11-08,0.384757755710591
2006-11-09,0.384679769311636
2006-11-10,8.9493378928333
2006-11-11,4.75554756979162
2006-11-12,0.4306446072921
2006-11-13,0.475144748055908
2006-11-14,0.472818140965646
2006-11-15,0.386641067529264
2006-11-16,0.529870506916396
2006-11-17,0.397768653506758
2006-11-18,0.385989929076709
2006-11-19,0.386119436317813
2006-11-20,0.386226497271962
2006-11-21,0.3863226101466
2006-11-22,0.412392974034934
2006-11-23,0.38647172977108
2006-11-24,0.386529742852422
2006-11-25,0.386582355384214
2006-11-26,0.386628924669767
2006-11-27,0.38666857929946
