Date,flw
2006-01-01,0.461871167558569
2006-01-02,1.16776231459879
2006-01-03,1.58179921546193
2006-01-04,0.387712234099506
2006-01-05,0.375719183455427
2006-01-06,0.428828489363481
2006-01-07,0.405358337440346
2006-01-08,0.364907284760715
2006-01-09,0.388214363797043
2006-01-10,0.395145369514632
2006-01-11,0.411191469758886
2006-01-12,0.538257417215306
2006-01-13,0.485971394569302
2006-01-14,7.55419703079262
2006-01-15,0.712657416847496
2006-01-16,0.454427606202502
2006-01-17,0.437646857008405
2006-01-18,0.538691380642206
2006-01-19,0.603364611702692
2006-01-20,0.498941799033184
2006-01-21,0.558221172527064
2006-01-22,0.442753440640956
2006-01-23,0.44476403284915
2006-01-24,0.373636529425026
2006-01-25,0.394746801577938
2006-01-26,0.437667294864786
2006-01-27,0.546454131358336
2006-01-28,0.687985476764232
2006-01-29,0.530117223714135
2006-01-30,0.523836336699672
2006-01-31,1.42882510337491
2006-02-01,1.00054592193906
2006-02-02,0.445947659939159
2006-02-03,0.41771446704579
2006-02-04,0.457635661313427
2006-02-05,0.407585456712715
2006-02-06,0.41235005393753
2006-02-07,0.473330943891226
2006-02-08,0.463985111962186
2006-02-09,0.444564962747449
2006-02-10,5.20650826339081
2006-02-11,14.7725455963292
2006-02-12,1.25461503419125
2006-02-13,0.430810909161508
2006-02-14,2.02728315372529
2006-02-15,0.59041393189376
2006-02-16,0.545094496533262
2006-02-17,0.447868263988261
2006-02-18,0.459826924961071
2006-02-19,0.525047736143012
2006-02-20,0.566342304249675
2006-02-21,0.580151793905935
2006-02-22,0.475648536056281
2006-02-23,0.489159480195018
2006-02-24,1.91487438673716
2006-02-25,0.441113013482667
2006-02-26,0.347808685926261
2006-02-27,0.351093655568928
2006-02-28,0.349010529379377
2006-03-01,7.10432971836702
2006-03-02,2.20188849051857
2006-03-03,0.532274376180259
2006-03-04,0.725781424262799
2006-03-05,0.439080808973478
2006-03-06,1.74088959640586
2006-03-07,5.35066021285261
2006-03-08,21.2957790026002
2006-03-09,12.4150546875537
2006-03-10,2.40885250203277
2006-03-11,0.872160937446657
2006-03-12,1.15575363048071
2006-03-13,1.46858911258324
2006-03-14,4.18485986215414
2006-03-15,4.55679047933338
2006-03-16,1.14721622646048
2006-03-17,1.38367093415351
2006-03-18,1.91065433323144
2006-03-19,3.12195815261268
2006-03-20,14.8158536059565
2006-03-21,1.05848293413799
2006-03-22,1.80652545458174
2006-03-23,0.882349898734663
2006-03-24,0.736816148648395
2006-03-25,1.92952478439711
2006-03-26,0.939618198729875
2006-03-27,1.0624943925791
2006-03-28,1.09425431257657
2006-03-29,1.19342302190107
2006-03-30,1.38749740150679
2006-03-31,1.31813798805886
2006-04-01,1.43248697348958
2006-04-02,1.44053296190647
2006-04-03,0.911012915315202
2006-04-04,0.637193902837891
2006-04-05,0.673887110208561
2006-04-06,0.648852313446335
2006-04-07,1.32696126484342
2006-04-08,1.28699652226045
2006-04-09,1.19090600114813
2006-04-10,0.952127320029563
2006-04-11,1.07925094023082
2006-04-12,0.877025159315019
2006-04-13,1.00000325108611
2006-04-14,2.23884700561726
2006-04-15,1.33533762161217
2006-04-16,0.786719346947095
2006-04-17,0.969546074549121
2006-04-18,1.04237494680726
2006-04-19,0.789704688448773
2006-04-20,0.854922452930726
2006-04-21,0.788822178958502
2006-04-22,0.486930943743879
2006-04-23,0.961695593582808
2006-04-24,0.626845109483956
2006-04-25,0.513405945489767
2006-04-26,0.524757016362357
2006-04-27,0.529440547285304
2006-04-28,0.520542655506348
2006-04-29,0.503027416531568
2006-04-30,1.06749820512876
2006-05-01,1.18166529733782
2006-05-02,1.28664980370603
2006-05-03,0.722243406849672
2006-05-04,1.87456370813082
2006-05-05,10.1647189053078
2006-05-06,0.597347318144044
2006-05-07,0.544422111297973
2006-05-08,0.550379436805255
2006-05-09,0.553077450197743
2006-05-10,0.550733874652776
2006-05-11,0.504443614137129
2006-05-12,0.506814036677341
2006-05-13,0.509920820110615
2006-05-14,0.509032268831129
2006-05-15,0.506657776942603
2006-05-16,0.537636967830525
2006-05-17,0.500263996410094
2006-05-18,0.484246531485246
2006-05-19,1.25824477152682
2006-05-20,0.504563910698265
2006-05-21,0.459485107116131
2006-05-22,0.440603323710048
2006-05-23,0.427334752049073
2006-05-24,0.414634281289961
2006-05-25,0.403673510965324
2006-05-26,0.400506613369006
2006-05-27,0.406614436945428
2006-05-28,0.39373017257211
2006-05-29,0.38455162996286
2006-05-30,0.380393514399844
2006-05-31,0.376927675405257
2006-06-01,0.364348912380579
2006-06-02,0.361754455123567
2006-06-03,0.359316298407976
2006-06-04,0.357226149994678
2006-06-05,0.3555376804623
2006-06-06,0.363498215461513
2006-06-07,0.352903002278765
2006-06-08,0.351381561598688
2006-06-09,0.349919465304645
2006-06-10,0.34843734209258
2006-06-11,0.346884975299597
2006-06-12,0.345293652119738
2006-06-13,0.343698491626796
2006-06-14,0.342232071961442
2006-06-15,0.340917916278268
2006-06-16,0.339700484321397
2006-06-17,0.338613661506122
2006-06-18,0.337568930085013
2006-06-19,0.336493354979928
2006-06-20,0.335458125704386
2006-06-21,0.334414581392662
2006-06-22,0.333340069244785
2006-06-23,0.332270211981987
2006-06-24,0.331223500334524
2006-06-25,0.330209424919353
2006-06-26,0.32926105430099
2006-06-27,0.328381377383762
2006-06-28,0.3275496491871
2006-06-29,0.326773978585852
2006-06-30,0.326046923269407
2006-07-01,0.326506999231618
2006-07-02,0.325805925012879
2006-07-03,0.325136533818749
2006-07-04,0.324515740962852
2006-07-05,0.323956527626018
2006-07-06,0.323448074685268
2006-07-07,0.322972440032291
2006-07-08,0.322539213032745
2006-07-09,0.322152680172243
2006-07-10,0.321789827413358
2006-07-11,0.321445952475492
2006-07-12,0.321117685181634
2006-07-13,0.32078341278565
2006-07-14,0.320447375021818
2006-07-15,0.320122902023096
2006-07-16,0.31981111278317
2006-07-17,0.349375064426361
2006-07-18,0.319301760859208
2006-07-19,0.319096374613623
2006-07-20,0.318881984804562
2006-07-21,0.318677706621991
2006-07-22,0.318483808349547
2006-07-23,0.318298995245994
2006-07-24,0.318121160833615
2006-07-25,0.317961292681014
2006-07-26,0.31781714019477
2006-07-27,0.317684253792463
2006-07-28,0.317563182548378
2006-07-29,0.317450418748048
2006-07-30,0.317342707895706
2006-07-31,0.317241858685121
2006-08-01,0.292044796213776
2006-08-02,0.29194770562938
2006-08-03,0.291869787037381
2006-08-04,0.291794524908627
2006-08-05,0.29172035421885
2006-08-06,0.291647115093335
2006-08-07,0.291574217307826
2006-08-08,0.291503679223337
2006-08-09,0.291435844818233
2006-08-10,0.291368471687712
2006-08-11,0.29130173516222
2006-08-12,0.291235562345277
2006-08-13,0.291169406928544
2006-08-14,0.291103262772663
2006-08-15,0.291037140700261
2006-08-16,0.290971027131687
2006-08-17,0.290904930767041
2006-08-18,0.290838848899546
2006-08-19,0.290772782273222
2006-08-20,0.290706727761294
2006-08-21,0.290640696925904
2006-08-22,0.290574673339081
2006-08-23,0.290508666632123
2006-08-24,0.290442672747071
2006-08-25,0.290376701726065
2006-08-26,0.290310737214163
2006-08-27,0.290244789143913
2006-08-28,0.290178859856947
2006-08-29,0.290112944934737
2006-08-30,0.290047046330936
2006-08-31,0.289981159307509
2006-09-01,0.212885092714635
2006-09-02,0.212836731547809
2006-09-03,0.212788387310845
2006-09-04,0.212740049633322
2006-09-05,0.384565713301037
2006-09-06,0.21264341021274
2006-09-07,0.212595109203708
2006-09-08,0.21254681641661
2006-09-09,0.212498536466846
2006-09-10,0.212450267366792
2006-09-11,0.212402006488669
2006-09-12,0.212353758504843
2006-09-13,0.212305523482375
2006-09-14,0.212257296510884
2006-09-15,0.212209080047223
2006-09-16,0.212160878542574
2006-09-17,0.212113463828696
2006-09-18,0.212064503520668
2006-09-19,0.212016332587628
2006-09-20,0.211968171475308
2006-09-21,0.211920021484214
2006-09-22,0.211871884146094
2006-09-23,0.211823756769467
2006-09-24,0.211775642146377
2006-09-25,0.211727535604436
2006-09-26,0.211679440233995
2006-09-27,0.223282925036043
2006-09-28,0.211583284301364
2006-09-29,0.211535224409522
2006-09-30,0.211487173115024
2006-10-01,0.382630909765451
2006-10-02,0.382543994846558
2006-10-03,0.382457097705805
2006-10-04,0.382370225403504
2006-10-05,0.3822833721349
2006-10-06,0.382196530760876
2006-10-07,0.38210971537168
2006-10-08,0.382022920823716
2006-10-09,0.381936144351116
2006-10-10,0.381849386123706
2006-10-11,0.381762647639668
2006-10-12,0.38167593731801
2006-10-13,0.38158923341372
2006-10-14,0.381502563148968
2006-10-15,0.381415900999951
2006-10-16,0.381329264647715
2006-10-17,0.38124264455726
2006-10-18,0.381156046084434
2006-10-19,0.381069469016951
2006-10-20,3.24048572383144
2006-10-21,3.48750022743428
2006-10-22,0.453136466797375
2006-10-23,0.427576290425029
2006-10-24,0.534619918755051
2006-10-25,0.490363974477052
2006-10-26,0.422111971838398
2006-10-27,0.380378245607624
2006-10-28,0.380292024200017
2006-10-29,0.380205817810718
2006-10-30,0.464323937561988
2006-10-31,0.580717863941718
2006-11-01,0.299976475414003
2006-11-02,0.294705680703952
2006-11-03,0.38169770701654
2006-11-04,0.294572073417673
2006-11-05,0.294505299999927
2006-11-06,0.358513003361177
2006-11-07,0.30326002604281
2006-11-08,0.294305063411273
2006-11-09,0.294238343155028
2006-11-10,0.29417163967029
2006-11-11,4.24486072413492
2006-11-12,0.567548975969159
2006-11-13,0.30065715713037
2006-11-14,0.30341285558193
2006-11-15,1.15885087223185
2006-11-16,0.370268571072607
2006-11-17,0.295671084228404
2006-11-18,0.316756914428615
2006-11-19,0.29393825873594
2006-11-20,3.42285371578233
2006-11-21,0.421326270325889
2006-11-22,9.29349721870971
2006-11-23,15.6476190022569
2006-11-24,5.88021798802685
2006-11-25,1.59331531849659
2006-11-26,1.19724857463492
2006-11-27,1.23520446984813
2006-11-28,1.49437960281025
2006-11-29,2.08004361899558
2006-11-30,2.28757204005029
2006-12-01,2.28535276439823
2006-12-02,1.47394900982964
2006-12-03,0.893721636311766
2006-12-04,0.733520410490862
2006-12-05,0.590725359733455
2006-12-06,0.502516144739042
2006-12-07,0.541915320617078
2006-12-08,0.39081702250768
2006-12-09,0.371591666289088
2006-12-10,0.477123295655045
2006-12-11,0.374124535010923
2006-12-12,0.39123661915089
2006-12-13,0.372785299188838
2006-12-14,0.367481252801748
2006-12-15,0.382908170477862
2006-12-16,0.378053706336274
2006-12-17,0.395157560771439
2006-12-18,6.42523760787076
2006-12-19,0.620301352843911
2006-12-20,0.567253350752724
2006-12-21,0.801970857177654
2006-12-22,0.532592856127237
2006-12-23,0.405159849795184
2006-12-24,0.420778265421001
2006-12-25,0.435806542045613
2006-12-26,3.19444640134087
2006-12-27,9.77073713724595
2006-12-28,0.416265943734932
2006-12-29,4.05245882857639
2006-12-30,0.610616912655211
2006-12-31,0.429111728795946
2007-01-01,0.4361867599336
2007-01-02,0.416254172901044
2007-01-03,0.50977679897778
2007-01-04,0.420832298346906
2007-01-05,0.404806319735322
2007-01-06,0.499056276288889
2007-01-07,0.439880222723572
2007-01-08,17.7571633990138
2007-01-09,50.1055437378745
2007-01-10,23.8818510690891
2007-01-11,14.1323548822415
2007-01-12,1.20842711195988
2007-01-13,1.08324844257673
2007-01-14,0.699775294072794
2007-01-15,1.12938955262503
2007-01-16,1.35383824650192
2007-01-17,1.36190212937228
2007-01-18,1.28210649057275
2007-01-19,1.24373713025296
2007-01-20,1.50497245051713
2007-01-21,1.42032772562088
2007-01-22,1.44073601478149
2007-01-23,1.15585240549033
2007-01-24,1.49361410968963
2007-01-25,1.56859261968793
2007-01-26,1.09493881116005
2007-01-27,0.797481570862533
2007-01-28,0.717783119028648
2007-01-29,0.6851240200553
2007-01-30,0.664060792086539
2007-01-31,0.670358197644444
2007-02-01,0.771872941869083
2007-02-02,6.26059612450183
2007-02-03,3.30120888271175
2007-02-04,1.07376018323101
2007-02-05,0.635781022736432
2007-02-06,1.16307103782076
2007-02-07,0.463683518311694
2007-02-08,0.492732086836244
2007-02-09,0.552852829110744
2007-02-10,0.623609522957253
2007-02-11,2.35892738769607
2007-02-12,0.47932160328608
2007-02-13,0.495821753081705
2007-02-14,0.492530508972386
2007-02-15,0.568527394473724
2007-02-16,0.611211229633474
2007-02-17,3.29018208093824
2007-02-18,1.10302469001816
2007-02-19,0.575797440863294
2007-02-20,3.08505127335319
2007-02-21,0.760394075606731
2007-02-22,0.696657168665489
2007-02-23,0.754837769279268
2007-02-24,2.31193687785117
2007-02-25,0.686021117813494
2007-02-26,0.617710190808811
2007-02-27,0.792431871866127
2007-02-28,0.805956667210558
2007-03-01,2.53132459780376
2007-03-02,0.68051905458621
2007-03-03,0.610618052607316
2007-03-04,1.68118667392804
2007-03-05,0.534185140980514
2007-03-06,2.91655059392454
2007-03-07,5.90463158360517
2007-03-08,6.87790881643691
2007-03-09,0.912334187830962
2007-03-10,0.736640655537882
2007-03-11,0.919558005184667
2007-03-12,1.04622819295123
2007-03-13,0.776895477300133
2007-03-14,2.05887925004518
2007-03-15,0.550215479037762
2007-03-16,0.759092242731727
2007-03-17,0.830051962108743
2007-03-18,0.907849056960014
2007-03-19,1.07654780569961
2007-03-20,0.70567132402936
2007-03-21,0.766765399659581
2007-03-22,0.769642376749523
2007-03-23,1.00396476481044
2007-03-24,1.16931349189981
2007-03-25,0.993761688611311
2007-03-26,0.933087768040685
2007-03-27,0.858065660565608
2007-03-28,0.856120009268863
2007-03-29,0.921401476093175
2007-03-30,1.09037808540536
2007-03-31,1.24662009863005
2007-04-01,0.79236929940032
2007-04-02,0.731479641423005
2007-04-03,0.542544199243361
2007-04-04,0.499281083533966
2007-04-05,0.506503917961322
2007-04-06,0.473974047724755
2007-04-07,0.481703689884293
2007-04-08,0.472267076601461
2007-04-09,0.479147003839727
2007-04-10,0.457975590338952
2007-04-11,0.448335867945087
2007-04-12,0.446904130909387
2007-04-13,0.456471318710146
2007-04-14,0.450062159413763
2007-04-15,2.6608123054252
2007-04-16,1.12960167062912
2007-04-17,0.637790791347086
2007-04-18,0.444787036270826
2007-04-19,0.453979394571747
2007-04-20,0.467756428926757
2007-04-21,0.470922555690275
2007-04-22,0.460813249386138
2007-04-23,0.451078179362413
2007-04-24,0.436322961774839
2007-04-25,0.436427974567169
2007-04-26,0.44060624582047
2007-04-27,0.452023206099005
2007-04-28,0.393281095565436
2007-04-29,0.389707925613102
2007-04-30,0.386722996438421
2007-05-01,0.411127145365614
2007-05-02,0.412831937065439
2007-05-03,0.42845355701053
2007-05-04,4.34335154943138
2007-05-05,8.26624634474731
2007-05-06,0.827806010031644
2007-05-07,1.8044940671948
2007-05-08,0.835488016852062
2007-05-09,0.426774471366254
2007-05-10,0.400948531369072
2007-05-11,0.397199421272048
2007-05-12,0.392321631173502
2007-05-13,0.387533846331136
2007-05-14,0.383665228504231
2007-05-15,0.380270345393337
2007-05-16,0.376770481454401
2007-05-17,0.373340402824714
